4.000000000000000000e+00,4.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
3.899999999999999911e+00,4.000000000000000000e+00,-3.000000000000000000e+01,-3.800000000000000044e-01,9.307315673519884720e-17,1.795841209829867502e+00
3.799999999999999822e+00,3.900000000000000355e+00,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
3.700000000000000178e+00,3.700000000000001066e+00,-6.000000000000000000e+01,-3.800000000000001155e-01,6.581793068761733201e-01,-0.000000000000000000e+00
3.599999999999999645e+00,3.500000000000000000e+00,-6.000000000000000000e+01,-3.800000000000001155e-01,6.581793068761733201e-01,-0.000000000000000000e+00
3.500000000000000000e+00,3.400000000000000355e+00,-9.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,1.795841209829867502e+00
3.500000000000000000e+00,3.200000000000001066e+00,-9.000000000000000000e+01,1.396097351027982523e-16,7.600000000000000089e-01,-0.000000000000000000e+00
3.500000000000000000e+00,3.000000000000000000e+00,-9.000000000000000000e+01,1.396097351027982523e-16,7.600000000000000089e-01,-0.000000000000000000e+00
3.500000000000000000e+00,2.800000000000000711e+00,-9.000000000000000000e+01,1.396097351027982523e-16,7.600000000000000089e-01,-0.000000000000000000e+00
3.500000000000000000e+00,2.600000000000000533e+00,-9.000000000000000000e+01,1.396097351027982523e-16,7.600000000000000089e-01,-0.000000000000000000e+00
3.500000000000000000e+00,2.500000000000000000e+00,-6.000000000000000000e+01,6.980486755139912615e-17,3.800000000000000044e-01,-1.795841209829867502e+00
3.399999999999999911e+00,2.300000000000000711e+00,-6.000000000000000000e+01,-3.800000000000001155e-01,6.581793068761733201e-01,-0.000000000000000000e+00
3.299999999999999822e+00,2.100000000000000533e+00,-6.000000000000000000e+01,-3.800000000000001155e-01,6.581793068761733201e-01,-0.000000000000000000e+00
3.200000000000000178e+00,2.000000000000000000e+00,-3.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,-1.795841209829867502e+00
3.000000000000000000e+00,1.900000000000000355e+00,-3.000000000000000000e+01,-6.581793068761732091e-01,3.800000000000003375e-01,-0.000000000000000000e+00
2.899999999999999911e+00,1.800000000000000711e+00,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
2.799999999999999822e+00,1.700000000000000178e+00,-3.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,-1.795841209829867502e+00
2.599999999999999645e+00,1.600000000000000533e+00,-3.000000000000000000e+01,-6.581793068761732091e-01,3.800000000000003375e-01,-0.000000000000000000e+00
2.500000000000000000e+00,1.500000000000000000e+00,-3.600000000000000000e+02,-3.290896534380866045e-01,1.900000000000001688e-01,-1.795841209829867502e+00
2.299999999999999822e+00,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
2.099999999999999645e+00,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
1.899999999999999911e+00,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
1.699999999999999734e+00,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
1.500000000000000000e+00,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
1.299999999999999822e+00,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
1.099999999999999645e+00,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
8.999999999999994671e-01,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
7.000000000000001776e-01,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
5.000000000000000000e-01,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
2.999999999999998224e-01,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
9.999999999999964473e-02,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
-1.000000000000005329e-01,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
-3.000000000000007105e-01,1.500000000000000000e+00,-3.600000000000000000e+02,-7.600000000000000089e-01,-0.000000000000000000e+00,-0.000000000000000000e+00
-4.000000000000003553e-01,1.500000000000000000e+00,-3.000000000000000000e+01,-3.800000000000000044e-01,-0.000000000000000000e+00,1.795841209829867502e+00
-6.000000000000005329e-01,1.400000000000000355e+00,-3.000000000000000000e+01,-6.581793068761732091e-01,3.800000000000003375e-01,-0.000000000000000000e+00
-8.000000000000007105e-01,1.300000000000000711e+00,-3.000000000000000000e+01,-6.581793068761732091e-01,3.800000000000003375e-01,-0.000000000000000000e+00
-9.000000000000003553e-01,1.200000000000000178e+00,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
-1.000000000000000000e+00,1.100000000000000533e+00,-3.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,-1.795841209829867502e+00
-1.100000000000000533e+00,1.000000000000000000e+00,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
-1.200000000000000178e+00,9.000000000000003553e-01,-3.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,-1.795841209829867502e+00
-1.300000000000000711e+00,8.000000000000007105e-01,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
-1.400000000000000355e+00,7.000000000000001776e-01,-3.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,-1.795841209829867502e+00
-1.500000000000000000e+00,6.000000000000005329e-01,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
-1.600000000000000533e+00,5.000000000000000000e-01,-3.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,-1.795841209829867502e+00
-1.700000000000000178e+00,4.000000000000003553e-01,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
-1.800000000000000711e+00,3.000000000000007105e-01,-3.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,-1.795841209829867502e+00
-1.900000000000000355e+00,2.000000000000001776e-01,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
-2.000000000000000000e+00,-0.000000000000000000e+00,-6.000000000000000000e+01,-3.800000000000001155e-01,6.581793068761733201e-01,-0.000000000000000000e+00
-2.100000000000000533e+00,-1.999999999999992895e-01,-6.000000000000000000e+01,-3.800000000000001155e-01,6.581793068761733201e-01,-0.000000000000000000e+00
-2.200000000000000178e+00,-2.999999999999998224e-01,-3.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,-1.795841209829867502e+00
-2.300000000000000711e+00,-3.999999999999994671e-01,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
-2.400000000000000355e+00,-5.999999999999996447e-01,-6.000000000000000000e+01,-3.800000000000001155e-01,6.581793068761733201e-01,-0.000000000000000000e+00
-2.500000000000000000e+00,-7.999999999999998224e-01,-6.000000000000000000e+01,-3.800000000000001155e-01,6.581793068761733201e-01,-0.000000000000000000e+00
-2.600000000000000533e+00,-8.999999999999994671e-01,-3.000000000000000000e+01,-1.900000000000000577e-01,3.290896534380866600e-01,-1.795841209829867502e+00
-2.700000000000000178e+00,-1.000000000000000000e+00,-6.000000000000000000e+01,-3.290896534380866045e-01,1.900000000000001688e-01,1.795841209829867502e+00
